Ward Code,Ward Name,LA Name,Region Name,QS201EW0015,QS201EW0001 (base),Ward Percentage
E05000133,Frognal and Fitzjohns,Camden,London,151,11986,1.2600,
E05000134,Gospel Oak,Camden,London,545,11264,4.8400,
E05000137,Highgate,Camden,London,323,10955,2.9500,
E05000138,Holborn and Covent Garden,Camden,London,638,13023,4.9000,
E05000139,Kentish Town,Camden,London,692,13417,5.1600,
E05000140,Kilburn,Camden,London,1025,12038,8.5100,
E05000482,East Ham South,Newham,London,2178,15575,13.9800,
E05000483,Forest Gate North,Newham,London,2198,16257,13.5200,
E05000484,Forest Gate South,Newham,London,1912,17362,11.0100,
E05000485,Green Street East,Newham,London,867,15885,5.4600,
E05000486,Green Street West,Newham,London,964,15113,6.3800,
E05000487,Little Ilford,Newham,London,2060,16633,12.3900,
E05000490,Plaistow South,Newham,London,2427,16404,14.8000,
E05002673,Wexham and Iver West,South Bucks,South East,30,3251,0.9200,
E05000491,Royal Docks,Newham,London,1968,10679,18.4300,
E05004170,Passingford,Epping Forest,East of England,1,2256,0.0400,
E05000141,King's Cross,Camden,London,710,11843,6.0000,
E05000142,Regent's Park,Camden,London,842,13528,6.2200,
E05000143,St Pancras and Somers Town,Camden,London,1313,13818,9.5000,
E05000144,Swiss Cottage,Camden,London,393,12900,3.0500,
E05000145,West Hampstead,Camden,London,548,12060,4.5400,
E05000147,Ashburton,Croydon,London,970,14721,6.5900,
E05000148,Bensham Manor,Croydon,London,2163,16201,13.3500,
E05000149,Broad Green,Croydon,London,2069,18652,11.0900,
E05007370,Staines,Spelthorne,South East,72,7861,0.9200,
E05007357,Foxhills,Runnymede,South East,85,5672,1.5000,
E05007366,Halliford and Sunbury West,Spelthorne,South East,37,6106,0.6100,
E05007353,Egham Hythe,Runnymede,South East,22,6474,0.3400,
E05004821,Carpenders Park,Three Rivers,East of England,58,4861,1.1900,
E05000158,Norbury,Croydon,London,1292,16476,7.8400,
E05004838,Callowland,Watford,East of England,308,7444,4.1400,
E05004825,Croxley Green North,Three Rivers,East of England,7,3321,0.2100,
E05004834,Penn,Three Rivers,East of England,24,3549,0.6800,
E05000549,Rotherhithe,Southwark,London,1799,13743,13.0900,
E05000550,South Bermondsey,Southwark,London,2450,13780,17.7800,
E05000509,Monkhams,Redbridge,London,138,10422,1.3200,
E05000510,Newbury,Redbridge,London,789,16760,4.7100,
E05000504,Fullwell,Redbridge,London,582,12910,4.5100,
E05000505,Goodmayes,Redbridge,London,709,13069,5.4300,
E05000506,Hainault,Redbridge,London,734,12953,5.6700,
E05000507,Loxford,Redbridge,London,1502,16544,9.0800,
E05000508,Mayfield,Redbridge,London,556,13672,4.0700,
E05000502,Cranbrook,Redbridge,London,410,12780,3.2100,
E05000503,Fairlop,Redbridge,London,430,12630,3.4000,
E05000511,Roding,Redbridge,London,688,12044,5.7100,
E05000161,Selhurst,Croydon,London,2546,18087,14.0800,
E05000551,South Camberwell,Southwark,London,1825,12629,14.4500,
E05000170,Acton Central,Ealing,London,773,15427,5.0100,
E05000163,Shirley,Croydon,London,997,14296,6.9700,
E05000164,South Norwood,Croydon,London,2009,16518,12.1600,
E05000165,Thornton Heath,Croydon,London,2502,16539,15.1300,
E05000166,Upper Norwood,Croydon,London,1488,16082,9.2500,
E05000168,West Thornton,Croydon,London,1886,17489,10.7800,
E05000169,Woodside,Croydon,London,1914,16743,11.4300,
E05004938,Sutton-at-Hone and Hawley,Dartford,South East,23,4230,0.5400,
E05004934,"Longfield, New Barn and Southfleet",Dartford,South East,21,6246,0.3400,
E05007266,Walton Ambleside,Elmbridge,South East,46,4291,1.0700,
E05000538,College,Southwark,London,1272,11812,10.7700,
E05000539,East Dulwich,Southwark,London,622,12321,5.0500,
E05004848,Vicarage,Watford,East of England,525,8258,6.3600,
E05000205,Palmers Green,Enfield,London,656,15162,4.3300,
E05000540,East Walworth,Southwark,London,2302,11557,19.9200,
E05000175,East Acton,Ealing,London,1566,18706,8.3700,
E05000176,Elthorne,Ealing,London,655,14539,4.5100,
E05000541,Faraday,Southwark,London,3627,12839,28.2500,
E05000178,Greenford Green,Ealing,London,561,14349,3.9100,
E05000514,Valentines,Redbridge,London,625,14123,4.4300,
E05000512,Seven Kings,Redbridge,London,770,15164,5.0800,
E05000513,Snaresbrook,Redbridge,London,225,11865,1.9000,
E05000515,Wanstead,Redbridge,London,325,11543,2.8200,
E05000516,Barnes,Richmond upon Thames,London,96,10299,0.9300,
E05000517,East Sheen,Richmond upon Thames,London,33,10348,0.3200,
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,London,48,10131,0.4700,
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,143,10317,1.3900,
E05000520,Hampton,Richmond upon Thames,London,41,9985,0.4100,
E05000177,Greenford Broadway,Ealing,London,1195,17625,6.7800,
E05000171,Cleveland,Ealing,London,902,14558,6.2000,
E05000172,Dormers Wells,Ealing,London,1195,13910,8.5900,
E05000173,Ealing Broadway,Ealing,London,282,14029,2.0100,
E05000174,Ealing Common,Ealing,London,417,14019,2.9700,
E05000179,Hanger Hill,Ealing,London,348,15561,2.2400,
E05000180,Hobbayne,Ealing,London,689,14229,4.8400,
E05000206,Ponders End,Enfield,London,2512,15664,16.0400,
E05002235,Grays Riverside,Thurrock,East of England,1196,11695,10.2300,
E05005011,Crockenhill and Well Hill,Sevenoaks,South East,6,1909,0.3100,
E05002248,West Thurrock and South Stifford,Thurrock,East of England,1432,10478,13.6700,
E05000524,Kew,Richmond upon Thames,London,109,11436,0.9500,
E05000525,Mortlake and Barnes Common,Richmond upon Thames,London,87,10919,0.8000,
E05000526,North Richmond,Richmond upon Thames,London,120,10649,1.1300,
E05000522,Hampton Wick,Richmond upon Thames,London,88,10221,0.8600,
E05000523,Heathfield,Richmond upon Thames,London,256,10313,2.4800,
E05000527,St Margarets and North Twickenham,Richmond upon Thames,London,63,11172,0.5600,
E05000528,South Richmond,Richmond upon Thames,London,58,10820,0.5400,
E05000529,South Twickenham,Richmond upon Thames,London,60,9987,0.6000,
E05000530,Teddington,Richmond upon Thames,London,45,10330,0.4400,
E05000531,Twickenham Riverside,Richmond upon Thames,London,45,10396,0.4300,
E05000186,Norwood Green,Ealing,London,1188,14032,8.4700,
E05000187,Perivale,Ealing,London,368,15339,2.4000,
E05000188,South Acton,Ealing,London,1309,14873,8.8000,
E05000181,Lady Margaret,Ealing,London,376,13897,2.7100,
E05000182,Northfield,Ealing,London,221,13517,1.6300,
E05000183,North Greenford,Ealing,London,590,14713,4.0100,
E05000184,Northolt Mandeville,Ealing,London,1070,15183,7.0500,
E05000185,Northolt West End,Ealing,London,1527,15121,10.1000,
E05004079,South Weald,Brentwood,East of England,28,1891,1.4800,
E05000193,Bowes,Enfield,London,741,14051,5.2700,
E05007269,Walton South,Elmbridge,South East,27,6545,0.4100,
E05000194,Bush Hill Park,Enfield,London,501,13923,3.6000,
E05000532,West Twickenham,Richmond upon Thames,London,99,10528,0.9400,
E05000533,Whitton,Richmond upon Thames,London,117,9752,1.2000,
E05000191,Southfield,Ealing,London,317,13474,2.3500,
E05000192,Walpole,Ealing,London,321,13330,2.4100,
E05000195,Chase,Enfield,London,710,13762,5.1600,
E05000196,Cockfosters,Enfield,London,404,13788,2.9300,
E05000197,Edmonton Green,Enfield,London,3503,17949,19.5200,
E05000198,Enfield Highway,Enfield,London,1964,16027,12.2500,
E05000199,Enfield Lock,Enfield,London,2488,16469,15.1100,
E05000200,Grange,Enfield,London,288,12709,2.2700,
E05002669,Iver Heath,South Bucks,South East,22,4945,0.4400,
E05002665,Gerrards Cross East and Denham South West,South Bucks,South East,6,1957,0.3100,
E05004162,Loughton Forest,Epping Forest,East of England,14,4353,0.3200,
E05002639,Chalfont St Giles,Chiltern,South East,2,7118,0.0300,
E05004149,Buckhurst Hill West,Epping Forest,East of England,46,6764,0.6800,
E05002635,Austenwood,Chiltern,South East,2,2203,0.0900,
E05000216,Charlton,Greenwich,London,1530,14385,10.6400,
E05000217,Coldharbour and New Eltham,Greenwich,London,472,13062,3.6100,
E05007362,Ashford Common,Spelthorne,South East,81,8045,1.0100,
E05007349,Addlestone North,Runnymede,South East,41,5905,0.6900,
E05004843,Nascot,Watford,East of England,170,7606,2.2400,
E05004830,Maple Cross & Mill End,Three Rivers,East of England,40,5602,0.7100,
E05004750,Borehamwood Hillside,Hertsmere,East of England,600,9682,6.2000,
E05004746,Aldenham East,Hertsmere,East of England,56,4939,1.1300,
E05004930,Heath,Dartford,South East,147,6349,2.3200,
E05007262,Oatlands Park,Elmbridge,South East,27,6352,0.4300,
E05007258,Long Ditton,Elmbridge,South East,21,6343,0.3300,
E05005020,Hextable,Sevenoaks,South East,14,4092,0.3400,
E05005016,"Farningham, Horton Kirby and South Darenth",Sevenoaks,South East,22,4811,0.4600,
E05000220,Eltham West,Greenwich,London,884,10399,8.5000,
E05000208,Southgate,Enfield,London,433,14454,3.0000,
E05000646,Vincent Square,Westminster,London,504,9988,5.0500,
E05000647,Warwick,Westminster,London,301,9369,3.2100,
E05000648,Westbourne,Westminster,London,1067,12759,8.3600,
E05002661,Denham North,South Bucks,South East,26,2939,0.8800,
E05004158,Lambourne,Epping Forest,East of England,5,2013,0.2500,
E05004163,Loughton Roding,Epping Forest,East of England,38,4706,0.8100,
E05000241,King's Park,Hackney,London,2236,11098,20.1500,
E05000242,Leabridge,Hackney,London,1471,14039,10.4800,
E05000649,West End,Westminster,London,267,10575,2.5200,
E05007371,Staines South,Spelthorne,South East,67,7123,0.9400,
E05002229,Aveley and Uplands,Thurrock,East of England,457,8912,5.1300,
E05007354,Egham Town,Runnymede,South East,46,6384,0.7200,
E05000543,Livesey,Southwark,London,4120,14129,29.1600,
E05000544,Newington,Southwark,London,2681,14136,18.9700,
E05000545,Nunhead,Southwark,London,2666,13620,19.5700,
E05000542,Grange,Southwark,London,1907,15362,12.4100,
E05004839,Central,Watford,East of England,423,8143,5.1900,
E05004826,Croxley Green South,Three Rivers,East of England,29,3726,0.7800,
E05000202,Highlands,Enfield,London,324,13006,2.4900,
E05004822,Chorleywood East,Three Rivers,East of England,24,4172,0.5800,
E05000203,Jubilee,Enfield,London,1884,14355,13.1200,
E05000204,Lower Edmonton,Enfield,London,2884,16531,17.4500,
E05000207,Southbury,Enfield,London,1367,14506,9.4200,
E05000260,Parsons Green and Walham,Hammersmith and Fulham,London,221,10813,2.0400,
E05000209,Southgate Green,Enfield,London,539,13787,3.9100,
E05000210,Town,Enfield,London,417,14906,2.8000,
E05000229,Woolwich Common,Greenwich,London,4244,17499,24.2500,
E05000555,Beddington North,Sutton,London,416,10309,4.0400,
E05000552,Surrey Docks,Southwark,London,756,13435,5.6300,
E05000553,The Lane,Southwark,London,2731,15565,17.5500,
E05000554,Village,Southwark,London,347,12402,2.8000,
E05004939,Swanscombe,Dartford,South East,248,7561,3.2800,
E05004926,Bean and Darenth,Dartford,South East,75,5720,1.3100,
E05007267,Walton Central,Elmbridge,South East,37,6790,0.5400,
E05007254,Esher,Elmbridge,South East,26,6743,0.3900,
E05000212,Upper Edmonton,Enfield,London,2571,17374,14.8000,
E05000211,Turkey Street,Enfield,London,1660,14377,11.5500,
E05000213,Winchmore Hill,Enfield,London,322,13403,2.4000,
E05000214,Abbey Wood,Greenwich,London,3811,15704,24.2700,
E05000215,Blackheath Westcombe,Greenwich,London,444,12875,3.4500,
E05000218,Eltham North,Greenwich,London,214,12519,1.7100,
E05000219,Eltham South,Greenwich,London,471,12541,3.7600,
E05000230,Woolwich Riverside,Greenwich,London,3878,19120,20.2800,
E05000562,St Helier,Sutton,London,552,11949,4.6200,
E05000563,Stonecot,Sutton,London,191,10712,1.7800,
E05000571,Wandle Valley,Sutton,London,679,11630,5.8400,
E05000225,Peninsula,Greenwich,London,798,14051,5.6800,
E05000228,Thamesmead Moorings,Greenwich,London,7020,19730,35.5800,
E05000221,Glyndon,Greenwich,London,3716,18171,20.4500,
E05000222,Greenwich West,Greenwich,London,1496,16527,9.0500,
E05000223,Kidbrooke with Hornfair,Greenwich,London,1457,14300,10.1900,
E05000224,Middle Park and Sutcliffe,Greenwich,London,799,13505,5.9200,
E05000226,Plumstead,Greenwich,London,2655,16736,15.8600,
E05000227,Shooters Hill,Greenwich,London,1275,13433,9.4900,
E05002232,Chafford and North Stifford,Thurrock,East of England,846,8071,10.4800,
E05000572,Worcester Park,Sutton,London,107,11655,0.9200,
E05000573,Bethnal Green North,Tower Hamlets,London,475,13683,3.4700,
E05000574,Bethnal Green South,Tower Hamlets,London,474,14166,3.3500,
E05000575,Blackwall and Cubitt Town,Tower Hamlets,London,810,19461,4.1600,
E05000576,Bow East,Tower Hamlets,London,572,14781,3.8700,
E05000577,Bow West,Tower Hamlets,London,380,12939,2.9400,
E05000578,Bromley-by-Bow,Tower Hamlets,London,823,14480,5.6800,
E05000579,East India and Lansbury,Tower Hamlets,London,886,14859,5.9600,
E05000580,Limehouse,Tower Hamlets,London,689,15986,4.3100,
E05000581,Mile End and Globe Town,Tower Hamlets,London,547,15190,3.6000,
E05004080,Tipps Cross,Brentwood,East of England,7,3807,0.1800,
E05004067,Brentwood North,Brentwood,East of England,50,6485,0.7700,
E05000231,Brownswood,Hackney,London,980,11091,8.8400,
E05000237,Hackney Central,Hackney,London,1907,12548,15.2000,
E05000238,Hackney Downs,Hackney,London,1528,12921,11.8300,
E05000232,Cazenove,Hackney,London,1165,13392,8.7000,
E05000233,Chatham,Hackney,London,2132,13232,16.1100,
E05000234,Clissold,Hackney,London,713,12212,5.8400,
E05000235,Dalston,Hackney,London,1642,14727,11.1500,
E05000236,De Beauvoir,Hackney,London,1541,13643,11.3000,
E05000239,Haggerston,Hackney,London,1761,13904,12.6700,
E05000240,Hoxton,Hackney,London,1994,15174,13.1400,
E05000600,Higham Hill,Waltham Forest,London,1266,13194,9.6000,
E05007270,Weston Green,Elmbridge,South East,4,3876,0.1000,
E05000601,Hoe Street,Waltham Forest,London,1065,13912,7.6600,
E05000243,Lordship,Hackney,London,606,12280,4.9300,
E05000244,New River,Hackney,London,1169,12551,9.3100,
E05004150,Chigwell Row,Epping Forest,East of England,19,2207,0.8600,
E05000245,Queensbridge,Hackney,London,1560,13670,11.4100,
E05000246,Springfield,Hackney,London,1284,12378,10.3700,
E05000247,Stoke Newington Central,Hackney,London,885,12445,7.1100,
E05000248,Victoria,Hackney,London,1506,13231,11.3800,
E05000249,Wick,Hackney,London,1896,11734,16.1600,
E05000250,Addison,Hammersmith and Fulham,London,545,11518,4.7300,
E05007367,Laleham and Shepperton Green,Spelthorne,South East,61,7962,0.7700,
E05007363,Ashford East,Spelthorne,South East,66,7219,0.9100,
E05007350,Chertsey Meads,Runnymede,South East,39,6038,0.6500,
E05000598,Hatch Lane,Waltham Forest,London,383,11058,3.4600,
E05000599,High Street,Waltham Forest,London,735,14127,5.2000,
E05000597,Hale End and Highams Park,Waltham Forest,London,510,11355,4.4900,
E05007271,Weybridge North,Elmbridge,South East,14,4347,0.3200,
E05000592,Chapel End,Waltham Forest,London,1029,14086,7.3100,
E05000593,Chingford Green,Waltham Forest,London,227,10287,2.2100,
E05000255,Fulham Reach,Hammersmith and Fulham,London,440,11306,3.8900,
E05000256,Hammersmith Broadway,Hammersmith and Fulham,London,783,11923,6.5700,
E05000257,Munster,Hammersmith and Fulham,London,232,11004,2.1100,
E05000251,Askew,Hammersmith and Fulham,London,1049,14160,7.4100,
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,London,526,12216,4.3100,
E05000253,College Park and Old Oak,Hammersmith and Fulham,London,918,9175,10.0100,
E05000254,Fulham Broadway,Hammersmith and Fulham,London,580,10996,5.2700,
E05000258,North End,Hammersmith and Fulham,London,610,11589,5.2600,
E05004835,Rickmansworth,Three Rivers,East of England,23,4483,0.5100,
E05004844,Oxhey,Watford,East of England,100,6752,1.4800,
E05004831,Moor Park & Eastbury,Three Rivers,East of England,40,5532,0.7200,
E05000351,Feltham North,Hounslow,London,458,11563,3.9600,
E05004751,Borehamwood Kenilworth,Hertsmere,East of England,274,5906,4.6400,
E05004747,Aldenham West,Hertsmere,East of England,93,4876,1.9100,
E05000602,Larkswood,Waltham Forest,London,479,11337,4.2300,
E05000603,Lea Bridge,Waltham Forest,London,1529,15671,9.7600,
E05000604,Leyton,Waltham Forest,London,1731,14184,12.2000,
E05000605,Leytonstone,Waltham Forest,London,693,12879,5.3800,
E05000606,Markhouse,Waltham Forest,London,997,13636,7.3100,
E05000607,Valley,Waltham Forest,London,760,11444,6.6400,
E05000608,William Morris,Waltham Forest,London,921,13269,6.9400,
E05000609,Wood Street,Waltham Forest,London,1263,13368,9.4500,
E05000610,Balham,Wandsworth,London,393,14751,2.6600,
E05000611,Bedford,Wandsworth,London,535,14575,3.6700,
E05000267,Bounds Green,Haringey,London,1186,13725,8.6400,
E05000268,Bruce Grove,Haringey,London,2139,14483,14.7700,
E05000261,Ravenscourt Park,Hammersmith and Fulham,London,479,10785,4.4400,
E05000262,Sands End,Hammersmith and Fulham,London,715,12760,5.6000,
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,London,1012,12175,8.3100,
E05000264,Town,Hammersmith and Fulham,London,504,11201,4.5000,
E05000265,Wormholt and White City,Hammersmith and Fulham,London,1829,13389,13.6600,
E05000266,Alexandra,Haringey,London,259,11795,2.2000,
E05000269,Crouch End,Haringey,London,189,12395,1.5200,
E05000270,Fortis Green,Haringey,London,278,12488,2.2300,
E05004931,Joyce Green,Dartford,South East,326,4646,7.0200,
E05004935,Newtown,Dartford,South East,209,7304,2.8600,
E05007259,Molesey East,Elmbridge,South East,20,6337,0.3200,
E05000276,Northumberland Park,Haringey,London,3175,14429,22.0000,
E05000277,St Ann's,Haringey,London,1460,14638,9.9700,
E05000278,Seven Sisters,Haringey,London,1563,15968,9.7900,
E05004845,Park,Watford,East of England,150,7778,1.9300,
E05000620,Queenstown,Wandsworth,London,1399,16331,8.5700,
E05000621,Roehampton and Putney Heath,Wandsworth,London,1270,16132,7.8700,
E05000619,Northcote,Wandsworth,London,331,14940,2.2200,
E05000279,Stroud Green,Haringey,London,503,11758,4.2800,
E05000612,Earlsfield,Wandsworth,London,753,15448,4.8700,
E05000613,East Putney,Wandsworth,London,263,15022,1.7500,
E05000614,Fairfield,Wandsworth,London,514,14613,3.5200,
E05000615,Furzedown,Wandsworth,London,1151,15504,7.4200,
E05000616,Graveney,Wandsworth,London,912,15198,6.0000,
E05000617,Latchmere,Wandsworth,London,1988,15358,12.9400,
E05000618,Nightingale,Wandsworth,London,421,14679,2.8700,
E05000280,Tottenham Green,Haringey,London,2014,14580,13.8100,
E05000271,Harringay,Haringey,London,700,13272,5.2700,
E05000272,Highgate,Haringey,London,233,11632,2.0000,
E05000273,Hornsey,Haringey,London,784,12659,6.1900,
E05000274,Muswell Hill,Haringey,London,198,10784,1.8400,
E05000275,Noel Park,Haringey,London,1213,13939,8.7000,
E05000626,Tooting,Wandsworth,London,1123,16239,6.9200,
E05005017,Fawkham and West Kingsdown,Sevenoaks,South East,13,6062,0.2100,
E05002241,South Chafford,Thurrock,East of England,1025,7384,13.8800,
E05000627,Wandsworth Common,Wandsworth,London,426,15247,2.7900,
E05000628,West Hill,Wandsworth,London,657,16402,4.0100,
E05000629,West Putney,Wandsworth,London,561,14742,3.8100,
E05000630,Abbey Road,Westminster,London,268,11250,2.3800,
E05000631,Bayswater,Westminster,London,287,10300,2.7900,
E05000622,St Mary's Park,Wandsworth,London,1000,16556,6.0400,
E05000623,Shaftesbury,Wandsworth,London,432,14160,3.0500,
E05000624,Southfields,Wandsworth,London,520,16256,3.2000,
E05000625,Thamesfield,Wandsworth,London,169,14842,1.1400,
E05000281,Tottenham Hale,Haringey,London,2371,15064,15.7400,
E05000282,West Green,Haringey,London,1734,13372,12.9700,
E05000283,White Hart Lane,Haringey,London,1877,13431,13.9800,
E05000284,Woodside,Haringey,London,1161,14514,8.0000,
E05000285,Belmont,Harrow,London,310,11343,2.7300,
E05000286,Canons,Harrow,London,567,12471,4.5500,
E05000287,Edgware,Harrow,London,758,11653,6.5000,
E05000288,Greenhill,Harrow,London,464,12420,3.7400,
E05000289,Harrow on the Hill,Harrow,London,413,12270,3.3700,
E05000290,Harrow Weald,Harrow,London,476,11376,4.1800,
E05000300,Rayners Lane,Harrow,London,210,11124,1.8900,
E05000637,Knightsbridge and Belgravia,Westminster,London,123,9270,1.3300,
E05000638,Lancaster Gate,Westminster,London,339,13195,2.5700,
E05000639,Little Venice,Westminster,London,355,10633,3.3400,
E05000640,Maida Vale,Westminster,London,377,10210,3.6900,
E05000641,Marylebone High Street,Westminster,London,209,10366,2.0200,
E05000632,Bryanston and Dorset Square,Westminster,London,313,11991,2.6100,
E05000633,Churchill,Westminster,London,644,9618,6.7000,
E05000634,Church Street,Westminster,London,998,11760,8.4900,
E05000635,Harrow Road,Westminster,London,717,12034,5.9600,
E05000636,Hyde Park,Westminster,London,394,12462,3.1600,
E05000294,Kenton East,Harrow,London,242,11138,2.1700,
E05000295,Kenton West,Harrow,London,238,11173,2.1300,
E05000296,Marlborough,Harrow,London,621,12259,5.0700,
E05000297,Pinner,Harrow,London,256,10026,2.5500,
E05000298,Pinner South,Harrow,London,154,10411,1.4800,
E05000299,Queensbury,Harrow,London,350,11984,2.9200,
E05000291,Hatch End,Harrow,London,229,10693,2.1400,
E05000292,Headstone North,Harrow,London,196,10093,1.9400,
E05000293,Headstone South,Harrow,London,347,11135,3.1200,
E05002666,Gerrards Cross North,South Bucks,South East,9,3195,0.2800,
E05002662,Denham South,South Bucks,South East,21,3524,0.6000,
E05004159,Loughton Alderton,Epping Forest,East of England,96,4526,2.1200,
E05004155,Grange Hill,Epping Forest,East of England,246,6620,3.7200,
E05007372,Stanwell North,Spelthorne,South East,143,7667,1.8700,
E05004754,Bushey Park,Hertsmere,East of England,54,4742,1.1400,
E05007359,Thorpe,Runnymede,South East,25,5465,0.4600,
E05007355,Englefield Green East,Runnymede,South East,67,5427,1.2300,
E05004823,Chorleywood West,Three Rivers,East of England,18,5567,0.3200,
E05004840,Holywell,Watford,East of England,421,8626,4.8800,
E05004827,Hayling,Three Rivers,East of England,60,3693,1.6200,
E05004940,Town,Dartford,South East,229,4362,5.2500,
E05004927,Brent,Dartford,South East,185,6634,2.7900,
E05007268,Walton North,Elmbridge,South East,51,6511,0.7800,
E05005030,Swanley Christchurch and Swanley Village,Sevenoaks,South East,150,5744,2.6100,
E05004081,Warley,Brentwood,East of England,81,5973,1.3600,
E05004068,Brentwood South,Brentwood,East of England,72,5789,1.2400,
E05002671,Stoke Poges,South Bucks,South East,18,5225,0.3400,
E05004164,Loughton St John's,Epping Forest,East of England,25,4359,0.5700,
E05004151,Chigwell Village,Epping Forest,East of England,46,4160,1.1100,
E05007368,Riverside and Laleham,Spelthorne,South East,40,6718,0.6000,
E05004759,Potters Bar Parkfield,Hertsmere,East of England,121,7875,1.5400,
E05007364,Ashford North and Stanwell South,Spelthorne,South East,158,8257,1.9100,
E05007351,Chertsey St Ann's,Runnymede,South East,57,6040,0.9400,
E05000343,West Ruislip,Hillingdon,London,89,10611,0.8400,
E05000344,Yeading,Hillingdon,London,1103,13586,8.1200,
E05000347,Brentford,Hounslow,London,885,14353,6.1700,
E05000345,Yiewsley,Hillingdon,London,595,12979,4.5800,
E05000346,Bedfont,Hounslow,London,577,12701,4.5400,
E05004836,Rickmansworth West,Three Rivers,East of England,25,3560,0.7000,
E05000348,Chiswick Homefields,Hounslow,London,272,11346,2.4000,
E05000350,Cranford,Hounslow,London,765,12330,6.2000,
E05000349,Chiswick Riverside,Hounslow,London,237,11543,2.0500,
E05004832,Northwick,Three Rivers,East of England,118,5116,2.3100,
E05004819,Ashridge,Three Rivers,East of England,78,3861,2.0200,
