Ward Code,Ward Name,LA Name,Region Name,QS205EW0003,QS205EW0001 (base),Ward Percentage
E05000132,Fortune Green,Camden,London,1397,11272,12.3900,
E05000135,Hampstead Town,Camden,London,1188,10784,11.0200,
E05000133,Frognal and Fitzjohns,Camden,London,1666,11458,14.5400,
E05000134,Gospel Oak,Camden,London,1042,10817,9.6300,
E05000137,Highgate,Camden,London,684,10596,6.4600,
E05000138,Holborn and Covent Garden,Camden,London,1856,12675,14.6400,
E05000139,Kentish Town,Camden,London,1496,12903,11.5900,
E05000140,Kilburn,Camden,London,1548,11534,13.4200,
E05000482,East Ham South,Newham,London,2131,14699,14.5000,
E05000483,Forest Gate North,Newham,London,2013,15494,12.9900,
E05000484,Forest Gate South,Newham,London,2584,16520,15.6400,
E05000485,Green Street East,Newham,London,3159,15107,20.9100,
E05000486,Green Street West,Newham,London,2674,14410,18.5600,
E05000487,Little Ilford,Newham,London,2689,15657,17.1700,
E05000490,Plaistow South,Newham,London,2243,15524,14.4500,
E05002673,Wexham and Iver West,South Bucks,South East,82,3139,2.6100,
E05000491,Royal Docks,Newham,London,1364,10052,13.5700,
E05004170,Passingford,Epping Forest,East of England,22,2199,1.0000,
E05000141,King's Cross,Camden,London,2069,11511,17.9700,
E05004153,Epping Hemnall,Epping Forest,East of England,109,5962,1.8300,
E05000142,Regent's Park,Camden,London,1833,13110,13.9800,
E05000143,St Pancras and Somers Town,Camden,London,1931,13251,14.5700,
E05000144,Swiss Cottage,Camden,London,1820,12311,14.7800,
E05000145,West Hampstead,Camden,London,1411,11621,12.1400,
E05000147,Ashburton,Croydon,London,609,14196,4.2900,
E05000148,Bensham Manor,Croydon,London,1479,15338,9.6400,
E05000149,Broad Green,Croydon,London,2037,17520,11.6300,
E05007370,Staines,Spelthorne,South East,538,7503,7.1700,
E05007357,Foxhills,Runnymede,South East,253,5456,4.6400,
E05007366,Halliford and Sunbury West,Spelthorne,South East,116,5913,1.9600,
E05007353,Egham Hythe,Runnymede,South East,258,6193,4.1700,
E05000155,Heathfield,Croydon,London,443,12754,3.4700,
E05004821,Carpenders Park,Three Rivers,East of England,203,4740,4.2800,
E05000153,Fairfield,Croydon,London,1808,15693,11.5200,
E05000158,Norbury,Croydon,London,1447,15764,9.1800,
E05004838,Callowland,Watford,East of England,422,7013,6.0200,
E05004825,Croxley Green North,Three Rivers,East of England,49,3222,1.5200,
E05004834,Penn,Three Rivers,East of England,70,3377,2.0700,
E05000549,Rotherhithe,Southwark,London,1752,13131,13.3400,
E05000550,South Bermondsey,Southwark,London,1409,13118,10.7400,
E05000509,Monkhams,Redbridge,London,454,10116,4.4900,
E05000510,Newbury,Redbridge,London,2397,15920,15.0600,
E05000504,Fullwell,Redbridge,London,1068,12444,8.5800,
E05000505,Goodmayes,Redbridge,London,1695,12383,13.6900,
E05000506,Hainault,Redbridge,London,770,12354,6.2300,
E05000507,Loxford,Redbridge,London,2447,15608,15.6800,
E05000508,Mayfield,Redbridge,London,1649,13049,12.6400,
E05000502,Cranbrook,Redbridge,London,1597,12265,13.0200,
E05000503,Fairlop,Redbridge,London,848,12097,7.0100,
E05000511,Roding,Redbridge,London,847,11421,7.4200,
E05000161,Selhurst,Croydon,London,1477,17038,8.6700,
E05000551,South Camberwell,Southwark,London,992,12010,8.2600,
E05000170,Acton Central,Ealing,London,1803,14726,12.2400,
E05000163,Shirley,Croydon,London,605,13748,4.4000,
E05000164,South Norwood,Croydon,London,924,15668,5.9000,
E05000165,Thornton Heath,Croydon,London,1004,15668,6.4100,
E05000166,Upper Norwood,Croydon,London,1200,15330,7.8300,
E05000167,Waddon,Croydon,London,1171,16204,7.2300,
E05000168,West Thornton,Croydon,London,1889,16511,11.4400,
E05000169,Woodside,Croydon,London,813,15857,5.1300,
E05004938,Sutton-at-Hone and Hawley,Dartford,South East,25,4103,0.6100,
E05004934,"Longfield, New Barn and Southfleet",Dartford,South East,79,6121,1.2900,
E05007266,Walton Ambleside,Elmbridge,South East,126,4045,3.1100,
E05000538,College,Southwark,London,740,11188,6.6100,
E05000539,East Dulwich,Southwark,London,570,11622,4.9000,
E05004848,Vicarage,Watford,East of England,931,7762,11.9900,
E05000205,Palmers Green,Enfield,London,1459,14530,10.0400,
E05000540,East Walworth,Southwark,London,1107,11078,9.9900,
E05000175,East Acton,Ealing,London,2559,17892,14.3000,
E05000176,Elthorne,Ealing,London,1397,13803,10.1200,
E05000541,Faraday,Southwark,London,1321,12182,10.8400,
E05000178,Greenford Green,Ealing,London,1831,13648,13.4200,
E05000514,Valentines,Redbridge,London,1892,13210,14.3200,
E05000512,Seven Kings,Redbridge,London,1937,14375,13.4700,
E05000513,Snaresbrook,Redbridge,London,768,11368,6.7600,
E05000515,Wanstead,Redbridge,London,608,11073,5.4900,
E05000516,Barnes,Richmond upon Thames,London,853,9890,8.6200,
E05000517,East Sheen,Richmond upon Thames,London,585,9828,5.9500,
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,London,365,9638,3.7900,
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,907,9929,9.1300,
E05000520,Hampton,Richmond upon Thames,London,383,9554,4.0100,
E05000177,Greenford Broadway,Ealing,London,2319,16638,13.9400,
E05000171,Cleveland,Ealing,London,1534,13914,11.0200,
E05000172,Dormers Wells,Ealing,London,2140,13300,16.0900,
E05000173,Ealing Broadway,Ealing,London,1657,13536,12.2400,
E05000174,Ealing Common,Ealing,London,1584,13500,11.7300,
E05000179,Hanger Hill,Ealing,London,2207,14858,14.8500,
E05000180,Hobbayne,Ealing,London,1409,13539,10.4100,
E05000206,Ponders End,Enfield,London,1512,14758,10.2500,
E05002235,Grays Riverside,Thurrock,East of England,676,10897,6.2000,
E05005011,Crockenhill and Well Hill,Sevenoaks,South East,8,1860,0.4300,
E05002248,West Thurrock and South Stifford,Thurrock,East of England,484,9763,4.9600,
E05000524,Kew,Richmond upon Thames,London,850,10911,7.7900,
E05000525,Mortlake and Barnes Common,Richmond upon Thames,London,583,10244,5.6900,
E05000526,North Richmond,Richmond upon Thames,London,789,10147,7.7800,
E05000522,Hampton Wick,Richmond upon Thames,London,416,9765,4.2600,
E05000523,Heathfield,Richmond upon Thames,London,772,9857,7.8300,
E05000527,St Margarets and North Twickenham,Richmond upon Thames,London,624,10555,5.9100,
E05000528,South Richmond,Richmond upon Thames,London,930,10361,8.9800,
E05000529,South Twickenham,Richmond upon Thames,London,403,9529,4.2300,
E05000530,Teddington,Richmond upon Thames,London,398,9877,4.0300,
E05000531,Twickenham Riverside,Richmond upon Thames,London,702,9938,7.0600,
E05000186,Norwood Green,Ealing,London,1898,13465,14.1000,
E05000187,Perivale,Ealing,London,2131,14600,14.6000,
E05000188,South Acton,Ealing,London,1846,14173,13.0200,
E05000181,Lady Margaret,Ealing,London,2089,13380,15.6100,
E05000182,Northfield,Ealing,London,1265,12875,9.8300,
E05000183,North Greenford,Ealing,London,1898,14078,13.4800,
E05000184,Northolt Mandeville,Ealing,London,1759,14376,12.2400,
E05000185,Northolt West End,Ealing,London,1783,14272,12.4900,
E05004079,South Weald,Brentwood,East of England,39,1837,2.1200,
E05000193,Bowes,Enfield,London,1660,13446,12.3500,
E05007269,Walton South,Elmbridge,South East,245,6258,3.9100,
E05000194,Bush Hill Park,Enfield,London,727,13435,5.4100,
E05000532,West Twickenham,Richmond upon Thames,London,519,9998,5.1900,
E05000533,Whitton,Richmond upon Thames,London,539,9323,5.7800,
E05000191,Southfield,Ealing,London,1232,12795,9.6300,
E05000192,Walpole,Ealing,London,1239,12724,9.7400,
E05000195,Chase,Enfield,London,662,13099,5.0500,
E05000196,Cockfosters,Enfield,London,991,13347,7.4200,
E05000197,Edmonton Green,Enfield,London,1755,16849,10.4200,
E05000198,Enfield Highway,Enfield,London,1184,15157,7.8100,
E05000199,Enfield Lock,Enfield,London,1237,15513,7.9700,
E05000200,Grange,Enfield,London,572,12252,4.6700,
E05002669,Iver Heath,South Bucks,South East,129,4762,2.7100,
E05002665,Gerrards Cross East and Denham South West,South Bucks,South East,92,1891,4.8700,
E05004175,Waltham Abbey Honey Lane,Epping Forest,East of England,84,5963,1.4100,
E05004162,Loughton Forest,Epping Forest,East of England,90,4217,2.1300,
E05002639,Chalfont St Giles,Chiltern,South East,111,6936,1.6000,
E05004149,Buckhurst Hill West,Epping Forest,East of England,175,6506,2.6900,
E05002635,Austenwood,Chiltern,South East,41,2144,1.9100,
E05000216,Charlton,Greenwich,London,1062,13588,7.8200,
E05000217,Coldharbour and New Eltham,Greenwich,London,551,12602,4.3700,
E05004757,Potters Bar Furzefield,Hertsmere,East of England,136,6493,2.0900,
E05007362,Ashford Common,Spelthorne,South East,195,7733,2.5200,
E05007349,Addlestone North,Runnymede,South East,197,5595,3.5200,
E05004843,Nascot,Watford,East of England,381,7287,5.2300,
E05004830,Maple Cross & Mill End,Three Rivers,East of England,134,5328,2.5200,
E05004750,Borehamwood Hillside,Hertsmere,East of England,442,9168,4.8200,
E05004746,Aldenham East,Hertsmere,East of England,118,4793,2.4600,
E05004930,Heath,Dartford,South East,119,6157,1.9300,
E05007262,Oatlands Park,Elmbridge,South East,242,6086,3.9800,
E05007258,Long Ditton,Elmbridge,South East,217,6012,3.6100,
E05005020,Hextable,Sevenoaks,South East,28,3985,0.7000,
E05005016,"Farningham, Horton Kirby and South Darenth",Sevenoaks,South East,43,4658,0.9200,
E05000220,Eltham West,Greenwich,London,531,9976,5.3200,
E05000208,Southgate,Enfield,London,1219,13869,8.7900,
E05000646,Vincent Square,Westminster,London,1376,9661,14.2400,
E05000647,Warwick,Westminster,London,1258,9088,13.8400,
E05000648,Westbourne,Westminster,London,1822,12193,14.9400,
E05002661,Denham North,South Bucks,South East,88,2843,3.1000,
E05004158,Lambourne,Epping Forest,East of England,15,1953,0.7700,
E05004163,Loughton Roding,Epping Forest,East of England,93,4526,2.0500,
E05000241,King's Park,Hackney,London,994,10481,9.4800,
E05000242,Leabridge,Hackney,London,1450,13318,10.8900,
E05004689,Waltham Cross,Broxbourne,East of England,353,7063,5.0000,
E05000649,West End,Westminster,London,1862,10319,18.0400,
E05007371,Staines South,Spelthorne,South East,176,6836,2.5700,
E05002229,Aveley and Uplands,Thurrock,East of England,91,8530,1.0700,
E05007354,Egham Town,Runnymede,South East,426,6174,6.9000,
E05000543,Livesey,Southwark,London,1214,13413,9.0500,
E05000544,Newington,Southwark,London,1421,13639,10.4200,
E05000545,Nunhead,Southwark,London,898,12945,6.9400,
E05000542,Grange,Southwark,London,1495,14807,10.1000,
E05004839,Central,Watford,East of England,751,7681,9.7800,
E05004826,Croxley Green South,Three Rivers,East of England,114,3596,3.1700,
E05000202,Highlands,Enfield,London,580,12569,4.6100,
E05004822,Chorleywood East,Three Rivers,East of England,170,4076,4.1700,
E05000203,Jubilee,Enfield,London,1158,13670,8.4700,
E05000204,Lower Edmonton,Enfield,London,1574,15560,10.1200,
E05000207,Southbury,Enfield,London,1076,13722,7.8400,
E05000260,Parsons Green and Walham,Hammersmith and Fulham,London,1241,10310,12.0400,
E05000209,Southgate Green,Enfield,London,1152,13297,8.6600,
E05000210,Town,Enfield,London,535,14245,3.7600,
E05000229,Woolwich Common,Greenwich,London,1606,16391,9.8000,
E05000567,Sutton West,Sutton,London,680,10099,6.7300,
E05000555,Beddington North,Sutton,London,389,9918,3.9200,
E05000552,Surrey Docks,Southwark,London,1927,12935,14.9000,
E05000553,The Lane,Southwark,London,1197,14721,8.1300,
E05000554,Village,Southwark,London,590,11802,5.0000,
E05000561,Nonsuch,Sutton,London,318,10301,3.0900,
E05004939,Swanscombe,Dartford,South East,178,7127,2.5000,
E05004926,Bean and Darenth,Dartford,South East,115,5514,2.0900,
E05007267,Walton Central,Elmbridge,South East,275,6482,4.2400,
E05007254,Esher,Elmbridge,South East,295,6513,4.5300,
E05000212,Upper Edmonton,Enfield,London,1915,16406,11.6700,
E05000211,Turkey Street,Enfield,London,969,13662,7.0900,
E05000213,Winchmore Hill,Enfield,London,726,12902,5.6300,
E05000214,Abbey Wood,Greenwich,London,1034,14773,7.0000,
E05000215,Blackheath Westcombe,Greenwich,London,757,12363,6.1200,
E05000218,Eltham North,Greenwich,London,403,12074,3.3400,
E05000219,Eltham South,Greenwich,London,503,12066,4.1700,
E05000230,Woolwich Riverside,Greenwich,London,1771,17973,9.8500,
E05000565,Sutton North,Sutton,London,533,9941,5.3600,
E05000562,St Helier,Sutton,London,662,11371,5.8200,
E05000563,Stonecot,Sutton,London,463,10419,4.4400,
E05000568,The Wrythe,Sutton,London,319,9740,3.2800,
E05000569,Wallington North,Sutton,London,396,10188,3.8900,
E05000571,Wandle Valley,Sutton,London,546,10986,4.9700,
E05000225,Peninsula,Greenwich,London,1301,13382,9.7200,
E05000228,Thamesmead Moorings,Greenwich,London,1643,18346,8.9600,
E05000221,Glyndon,Greenwich,London,1956,17111,11.4300,
E05000222,Greenwich West,Greenwich,London,1427,15729,9.0700,
E05000223,Kidbrooke with Hornfair,Greenwich,London,894,13629,6.5600,
E05000224,Middle Park and Sutcliffe,Greenwich,London,677,12897,5.2500,
E05000226,Plumstead,Greenwich,London,1823,15891,11.4700,
E05000227,Shooters Hill,Greenwich,London,694,12884,5.3900,
E05002232,Chafford and North Stifford,Thurrock,East of England,267,7581,3.5200,
E05000572,Worcester Park,Sutton,London,590,11117,5.3100,
E05000573,Bethnal Green North,Tower Hamlets,London,1930,13172,14.6500,
E05000574,Bethnal Green South,Tower Hamlets,London,2119,13588,15.5900,
E05000575,Blackwall and Cubitt Town,Tower Hamlets,London,3465,18449,18.7800,
E05000576,Bow East,Tower Hamlets,London,1446,14171,10.2000,
E05000577,Bow West,Tower Hamlets,London,1242,12346,10.0600,
E05000578,Bromley-by-Bow,Tower Hamlets,London,2114,13626,15.5100,
E05000579,East India and Lansbury,Tower Hamlets,London,2059,14079,14.6200,
E05000580,Limehouse,Tower Hamlets,London,2375,15098,15.7300,
E05000581,Mile End and Globe Town,Tower Hamlets,London,2055,14582,14.0900,
E05004080,Tipps Cross,Brentwood,East of England,12,3730,0.3200,
E05004067,Brentwood North,Brentwood,East of England,140,6203,2.2600,
E05000231,Brownswood,Hackney,London,1249,10717,11.6500,
E05000237,Hackney Central,Hackney,London,1164,12034,9.6700,
E05000238,Hackney Downs,Hackney,London,1223,12369,9.8900,
E05000232,Cazenove,Hackney,London,1250,12432,10.0500,
E05000233,Chatham,Hackney,London,1235,12579,9.8200,
E05000234,Clissold,Hackney,London,908,11624,7.8100,
E05000235,Dalston,Hackney,London,1545,14195,10.8800,
E05000236,De Beauvoir,Hackney,London,1316,13084,10.0600,
E05000239,Haggerston,Hackney,London,1772,13439,13.1900,
E05000240,Hoxton,Hackney,London,1948,14649,13.3000,
E05000600,Higham Hill,Waltham Forest,London,1348,12510,10.7800,
E05007270,Weston Green,Elmbridge,South East,87,3701,2.3500,
E05000601,Hoe Street,Waltham Forest,London,1356,13092,10.3600,
E05000243,Lordship,Hackney,London,852,11443,7.4500,
E05000244,New River,Hackney,London,1016,11580,8.7700,
E05004150,Chigwell Row,Epping Forest,East of England,55,2144,2.5700,
E05000245,Queensbridge,Hackney,London,1206,13165,9.1600,
E05000246,Springfield,Hackney,London,1072,11470,9.3500,
E05000247,Stoke Newington Central,Hackney,London,1026,11920,8.6100,
E05000248,Victoria,Hackney,London,1100,12630,8.7100,
E05000249,Wick,Hackney,London,899,11202,8.0300,
E05000250,Addison,Hammersmith and Fulham,London,1452,11019,13.1800,
E05007367,Laleham and Shepperton Green,Spelthorne,South East,146,7664,1.9100,
E05007363,Ashford East,Spelthorne,South East,158,6958,2.2700,
E05007350,Chertsey Meads,Runnymede,South East,211,5732,3.6800,
E05000598,Hatch Lane,Waltham Forest,London,408,10626,3.8400,
E05000599,High Street,Waltham Forest,London,1570,13363,11.7500,
E05000597,Hale End and Highams Park,Waltham Forest,London,564,10886,5.1800,
E05007271,Weybridge North,Elmbridge,South East,162,4148,3.9100,
E05000592,Chapel End,Waltham Forest,London,1242,13283,9.3500,
E05000593,Chingford Green,Waltham Forest,London,296,9920,2.9800,
E05000255,Fulham Reach,Hammersmith and Fulham,London,1294,10876,11.9000,
E05000256,Hammersmith Broadway,Hammersmith and Fulham,London,1217,11491,10.5900,
E05000257,Munster,Hammersmith and Fulham,London,1128,10471,10.7700,
E05000251,Askew,Hammersmith and Fulham,London,1576,13498,11.6800,
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,London,1898,11842,16.0300,
E05000253,College Park and Old Oak,Hammersmith and Fulham,London,1057,8767,12.0600,
E05000254,Fulham Broadway,Hammersmith and Fulham,London,1421,10585,13.4200,
E05000258,North End,Hammersmith and Fulham,London,1600,11227,14.2500,
E05004835,Rickmansworth,Three Rivers,East of England,206,4333,4.7500,
E05004844,Oxhey,Watford,East of England,219,6508,3.3700,
E05004831,Moor Park & Eastbury,Three Rivers,East of England,382,5404,7.0700,
E05000351,Feltham North,Hounslow,London,1156,11061,10.4500,
E05004751,Borehamwood Kenilworth,Hertsmere,East of England,241,5603,4.3000,
E05004747,Aldenham West,Hertsmere,East of England,164,4694,3.4900,
E05000602,Larkswood,Waltham Forest,London,553,10901,5.0700,
E05000603,Lea Bridge,Waltham Forest,London,1657,14704,11.2700,
E05000604,Leyton,Waltham Forest,London,1599,13420,11.9200,
E05000605,Leytonstone,Waltham Forest,London,1478,12340,11.9800,
E05000606,Markhouse,Waltham Forest,London,1521,12862,11.8300,
E05000607,Valley,Waltham Forest,London,616,10972,5.6100,
E05000608,William Morris,Waltham Forest,London,1341,12530,10.7000,
E05000609,Wood Street,Waltham Forest,London,1101,12598,8.7400,
E05000610,Balham,Wandsworth,London,869,14028,6.1900,
E05000611,Bedford,Wandsworth,London,939,13985,6.7100,
E05000267,Bounds Green,Haringey,London,1705,13128,12.9900,
E05000268,Bruce Grove,Haringey,London,1723,13798,12.4900,
E05000261,Ravenscourt Park,Hammersmith and Fulham,London,982,10373,9.4700,
E05000262,Sands End,Hammersmith and Fulham,London,1398,12179,11.4800,
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,London,1343,11647,11.5300,
E05000264,Town,Hammersmith and Fulham,London,1218,10719,11.3600,
E05000265,Wormholt and White City,Hammersmith and Fulham,London,1472,12741,11.5500,
E05000266,Alexandra,Haringey,London,806,11284,7.1400,
E05000269,Crouch End,Haringey,London,907,11893,7.6300,
E05000270,Fortis Green,Haringey,London,922,12035,7.6600,
E05004931,Joyce Green,Dartford,South East,138,4361,3.1600,
E05004935,Newtown,Dartford,South East,203,6913,2.9400,
E05007259,Molesey East,Elmbridge,South East,226,6082,3.7200,
E05000276,Northumberland Park,Haringey,London,1571,13626,11.5300,
E05000277,St Ann's,Haringey,London,2051,14010,14.6400,
E05000278,Seven Sisters,Haringey,London,1680,15108,11.1200,
E05004845,Park,Watford,East of England,407,7470,5.4500,
E05000620,Queenstown,Wandsworth,London,1977,15714,12.5800,
E05000621,Roehampton and Putney Heath,Wandsworth,London,1724,15474,11.1400,
E05000619,Northcote,Wandsworth,London,983,14028,7.0100,
E05000279,Stroud Green,Haringey,London,927,11322,8.1900,
E05000612,Earlsfield,Wandsworth,London,1106,14642,7.5500,
E05000613,East Putney,Wandsworth,London,1371,14467,9.4800,
E05000614,Fairfield,Wandsworth,London,1048,13974,7.5000,
E05000615,Furzedown,Wandsworth,London,1375,14717,9.3400,
E05000616,Graveney,Wandsworth,London,1536,14429,10.6500,
E05000617,Latchmere,Wandsworth,London,1594,14702,10.8400,
E05000618,Nightingale,Wandsworth,London,817,14045,5.8200,
E05000280,Tottenham Green,Haringey,London,1745,13866,12.5800,
E05000271,Harringay,Haringey,London,1712,12705,13.4800,
E05000272,Highgate,Haringey,London,971,11182,8.6800,
E05000273,Hornsey,Haringey,London,966,12149,7.9500,
E05000274,Muswell Hill,Haringey,London,720,10369,6.9400,
E05000275,Noel Park,Haringey,London,1861,13380,13.9100,
E05005008,Ash and New Ash Green,Sevenoaks,South East,60,5927,1.0100,
E05000626,Tooting,Wandsworth,London,1895,15506,12.2200,
E05005017,Fawkham and West Kingsdown,Sevenoaks,South East,40,5928,0.6700,
E05002241,South Chafford,Thurrock,East of England,371,6858,5.4100,
E05000627,Wandsworth Common,Wandsworth,London,730,14502,5.0300,
E05000628,West Hill,Wandsworth,London,1839,15684,11.7300,
E05000629,West Putney,Wandsworth,London,1241,14123,8.7900,
E05000630,Abbey Road,Westminster,London,1502,10766,13.9500,
E05000631,Bayswater,Westminster,London,1820,9972,18.2500,
E05000622,St Mary's Park,Wandsworth,London,1851,15947,11.6100,
E05000623,Shaftesbury,Wandsworth,London,894,13530,6.6100,
E05000624,Southfields,Wandsworth,London,1328,15316,8.6700,
E05000625,Thamesfield,Wandsworth,London,979,14167,6.9100,
E05000281,Tottenham Hale,Haringey,London,1760,14334,12.2800,
E05000282,West Green,Haringey,London,1773,12878,13.7700,
E05000283,White Hart Lane,Haringey,London,1451,12829,11.3100,
E05000284,Woodside,Haringey,London,1967,13874,14.1800,
E05000285,Belmont,Harrow,London,1315,10922,12.0400,
E05000286,Canons,Harrow,London,1289,11994,10.7500,
E05000287,Edgware,Harrow,London,1754,11157,15.7200,
E05000288,Greenhill,Harrow,London,1928,11794,16.3500,
E05000289,Harrow on the Hill,Harrow,London,1303,11732,11.1100,
E05000290,Harrow Weald,Harrow,London,978,10957,8.9300,
E05000300,Rayners Lane,Harrow,London,1607,10682,15.0400,
E05000637,Knightsbridge and Belgravia,Westminster,London,1769,9035,19.5800,
E05000638,Lancaster Gate,Westminster,London,2935,12692,23.1200,
E05000639,Little Venice,Westminster,London,1463,10136,14.4300,
E05000640,Maida Vale,Westminster,London,1320,9712,13.5900,
E05000641,Marylebone High Street,Westminster,London,2011,10043,20.0200,
E05000632,Bryanston and Dorset Square,Westminster,London,2476,11605,21.3400,
E05000633,Churchill,Westminster,London,1231,9240,13.3200,
E05000634,Church Street,Westminster,London,1676,11233,14.9200,
E05000635,Harrow Road,Westminster,London,1563,11533,13.5500,
E05000636,Hyde Park,Westminster,London,2518,11975,21.0300,
E05000294,Kenton East,Harrow,London,1806,10755,16.7900,
E05000295,Kenton West,Harrow,London,1799,10823,16.6200,
E05000296,Marlborough,Harrow,London,1587,11663,13.6100,
E05000297,Pinner,Harrow,London,693,9708,7.1400,
E05000298,Pinner South,Harrow,London,823,10023,8.2100,
E05000299,Queensbury,Harrow,London,2098,11478,18.2800,
E05000291,Hatch End,Harrow,London,861,10321,8.3400,
E05000292,Headstone North,Harrow,London,944,9755,9.6800,
E05000293,Headstone South,Harrow,London,1300,10652,12.2000,
E05002666,Gerrards Cross North,South Bucks,South East,123,3115,3.9500,
E05002662,Denham South,South Bucks,South East,113,3412,3.3100,
E05004159,Loughton Alderton,Epping Forest,East of England,107,4331,2.4700,
E05004155,Grange Hill,Epping Forest,East of England,338,6325,5.3400,
E05007372,Stanwell North,Spelthorne,South East,321,7374,4.3500,
E05004754,Bushey Park,Hertsmere,East of England,143,4573,3.1300,
E05007359,Thorpe,Runnymede,South East,162,5322,3.0400,
E05007355,Englefield Green East,Runnymede,South East,560,5311,10.5400,
E05004823,Chorleywood West,Three Rivers,East of England,102,5385,1.8900,
E05007276,Cuddington,Epsom and Ewell,South East,282,5738,4.9100,
E05004840,Holywell,Watford,East of England,642,8144,7.8800,
E05004827,Hayling,Three Rivers,East of England,115,3511,3.2800,
E05004940,Town,Dartford,South East,209,4160,5.0200,
E05004927,Brent,Dartford,South East,174,6399,2.7200,
E05007268,Walton North,Elmbridge,South East,170,6168,2.7600,
E05007255,Hersham North,Elmbridge,South East,145,5723,2.5300,
E05005030,Swanley Christchurch and Swanley Village,Sevenoaks,South East,70,5557,1.2600,
E05004081,Warley,Brentwood,East of England,178,5757,3.0900,
E05004068,Brentwood South,Brentwood,East of England,149,5570,2.6800,
E05002671,Stoke Poges,South Bucks,South East,141,5049,2.7900,
E05004164,Loughton St John's,Epping Forest,East of England,52,4217,1.2300,
E05004151,Chigwell Village,Epping Forest,East of England,151,4048,3.7300,
E05007368,Riverside and Laleham,Spelthorne,South East,179,6526,2.7400,
E05004759,Potters Bar Parkfield,Hertsmere,East of England,228,7681,2.9700,
E05007364,Ashford North and Stanwell South,Spelthorne,South East,451,7854,5.7400,
E05007351,Chertsey St Ann's,Runnymede,South East,164,5806,2.8200,
E05000343,West Ruislip,Hillingdon,London,405,10207,3.9700,
E05000344,Yeading,Hillingdon,London,1612,12777,12.6200,
E05000347,Brentford,Hounslow,London,1543,13682,11.2800,
E05000345,Yiewsley,Hillingdon,London,975,12335,7.9000,
E05000346,Bedfont,Hounslow,London,1167,12071,9.6700,
E05004836,Rickmansworth West,Three Rivers,East of England,75,3448,2.1800,
E05000348,Chiswick Homefields,Hounslow,London,1002,10884,9.2100,
E05000350,Cranford,Hounslow,London,1983,11727,16.9100,
E05000349,Chiswick Riverside,Hounslow,London,814,11039,7.3700,
E05004832,Northwick,Three Rivers,East of England,143,4830,2.9600,
E05004819,Ashridge,Three Rivers,East of England,116,3691,3.1400,
