Ward Code,Ward Name,LA Name,Region Name,QS205EW0006,QS205EW0001 (base),Ward Percentage
E05000133,Frognal and Fitzjohns,Camden,London,28,11458,0.2400,
E05000134,Gospel Oak,Camden,London,49,10817,0.4500,
E05000137,Highgate,Camden,London,23,10596,0.2200,
E05000138,Holborn and Covent Garden,Camden,London,89,12675,0.7000,
E05000139,Kentish Town,Camden,London,68,12903,0.5300,
E05000140,Kilburn,Camden,London,62,11534,0.5400,
E05000482,East Ham South,Newham,London,185,14699,1.2600,
E05000483,Forest Gate North,Newham,London,166,15494,1.0700,
E05000484,Forest Gate South,Newham,London,227,16520,1.3700,
E05000485,Green Street East,Newham,London,281,15107,1.8600,
E05000486,Green Street West,Newham,London,296,14410,2.0500,
E05000487,Little Ilford,Newham,London,247,15657,1.5800,
E05000490,Plaistow South,Newham,London,181,15524,1.1700,
E05002673,Wexham and Iver West,South Bucks,South East,13,3139,0.4100,
E05000491,Royal Docks,Newham,London,47,10052,0.4700,
E05004170,Passingford,Epping Forest,East of England,0,2199,0.0000,
E05000141,King's Cross,Camden,London,109,11511,0.9500,
E05000142,Regent's Park,Camden,London,100,13110,0.7600,
E05000143,St Pancras and Somers Town,Camden,London,134,13251,1.0100,
E05000144,Swiss Cottage,Camden,London,37,12311,0.3000,
E05000145,West Hampstead,Camden,London,47,11621,0.4000,
E05000147,Ashburton,Croydon,London,26,14196,0.1800,
E05000148,Bensham Manor,Croydon,London,93,15338,0.6100,
E05000149,Broad Green,Croydon,London,115,17520,0.6600,
E05007370,Staines,Spelthorne,South East,12,7503,0.1600,
E05007357,Foxhills,Runnymede,South East,6,5456,0.1100,
E05007366,Halliford and Sunbury West,Spelthorne,South East,4,5913,0.0700,
E05007353,Egham Hythe,Runnymede,South East,3,6193,0.0500,
E05004821,Carpenders Park,Three Rivers,East of England,4,4740,0.0800,
E05000158,Norbury,Croydon,London,124,15764,0.7900,
E05004838,Callowland,Watford,East of England,28,7013,0.4000,
E05004825,Croxley Green North,Three Rivers,East of England,2,3222,0.0600,
E05004834,Penn,Three Rivers,East of England,1,3377,0.0300,
E05000549,Rotherhithe,Southwark,London,35,13131,0.2700,
E05000550,South Bermondsey,Southwark,London,49,13118,0.3700,
E05000509,Monkhams,Redbridge,London,8,10116,0.0800,
E05000510,Newbury,Redbridge,London,129,15920,0.8100,
E05000504,Fullwell,Redbridge,London,46,12444,0.3700,
E05000505,Goodmayes,Redbridge,London,151,12383,1.2200,
E05000506,Hainault,Redbridge,London,41,12354,0.3300,
E05000507,Loxford,Redbridge,London,183,15608,1.1700,
E05000508,Mayfield,Redbridge,London,121,13049,0.9300,
E05000502,Cranbrook,Redbridge,London,103,12265,0.8400,
E05000503,Fairlop,Redbridge,London,46,12097,0.3800,
E05000511,Roding,Redbridge,London,35,11421,0.3100,
E05000161,Selhurst,Croydon,London,81,17038,0.4800,
E05000551,South Camberwell,Southwark,London,53,12010,0.4400,
E05000170,Acton Central,Ealing,London,190,14726,1.2900,
E05000163,Shirley,Croydon,London,31,13748,0.2300,
E05000164,South Norwood,Croydon,London,45,15668,0.2900,
E05000165,Thornton Heath,Croydon,London,75,15668,0.4800,
E05000166,Upper Norwood,Croydon,London,66,15330,0.4300,
E05000168,West Thornton,Croydon,London,112,16511,0.6800,
E05000169,Woodside,Croydon,London,47,15857,0.3000,
E05004938,Sutton-at-Hone and Hawley,Dartford,South East,0,4103,0.0000,
E05004934,"Longfield, New Barn and Southfleet",Dartford,South East,8,6121,0.1300,
E05007266,Walton Ambleside,Elmbridge,South East,1,4045,0.0200,
E05000538,College,Southwark,London,22,11188,0.2000,
E05000539,East Dulwich,Southwark,London,14,11622,0.1200,
E05004848,Vicarage,Watford,East of England,63,7762,0.8100,
E05000205,Palmers Green,Enfield,London,112,14530,0.7700,
E05000540,East Walworth,Southwark,London,79,11078,0.7100,
E05000175,East Acton,Ealing,London,158,17892,0.8800,
E05000176,Elthorne,Ealing,London,89,13803,0.6400,
E05000541,Faraday,Southwark,London,69,12182,0.5700,
E05000178,Greenford Green,Ealing,London,153,13648,1.1200,
E05000514,Valentines,Redbridge,London,123,13210,0.9300,
E05000512,Seven Kings,Redbridge,London,156,14375,1.0900,
E05000513,Snaresbrook,Redbridge,London,30,11368,0.2600,
E05000515,Wanstead,Redbridge,London,23,11073,0.2100,
E05000516,Barnes,Richmond upon Thames,London,10,9890,0.1000,
E05000517,East Sheen,Richmond upon Thames,London,7,9828,0.0700,
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,London,11,9638,0.1100,
E05000519,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,15,9929,0.1500,
E05000520,Hampton,Richmond upon Thames,London,7,9554,0.0700,
E05000177,Greenford Broadway,Ealing,London,155,16638,0.9300,
E05000171,Cleveland,Ealing,London,76,13914,0.5500,
E05000172,Dormers Wells,Ealing,London,260,13300,1.9500,
E05000173,Ealing Broadway,Ealing,London,49,13536,0.3600,
E05000174,Ealing Common,Ealing,London,75,13500,0.5600,
E05000179,Hanger Hill,Ealing,London,165,14858,1.1100,
E05000180,Hobbayne,Ealing,London,118,13539,0.8700,
E05000206,Ponders End,Enfield,London,180,14758,1.2200,
E05002235,Grays Riverside,Thurrock,East of England,58,10897,0.5300,
E05005011,Crockenhill and Well Hill,Sevenoaks,South East,0,1860,0.0000,
E05002248,West Thurrock and South Stifford,Thurrock,East of England,37,9763,0.3800,
E05000524,Kew,Richmond upon Thames,London,5,10911,0.0500,
E05000525,Mortlake and Barnes Common,Richmond upon Thames,London,5,10244,0.0500,
E05000526,North Richmond,Richmond upon Thames,London,11,10147,0.1100,
E05000522,Hampton Wick,Richmond upon Thames,London,15,9765,0.1500,
E05000523,Heathfield,Richmond upon Thames,London,42,9857,0.4300,
E05000527,St Margarets and North Twickenham,Richmond upon Thames,London,12,10555,0.1100,
E05000528,South Richmond,Richmond upon Thames,London,15,10361,0.1400,
E05000529,South Twickenham,Richmond upon Thames,London,6,9529,0.0600,
E05000530,Teddington,Richmond upon Thames,London,10,9877,0.1000,
E05000531,Twickenham Riverside,Richmond upon Thames,London,16,9938,0.1600,
E05000186,Norwood Green,Ealing,London,273,13465,2.0300,
E05000187,Perivale,Ealing,London,169,14600,1.1600,
E05000188,South Acton,Ealing,London,133,14173,0.9400,
E05000181,Lady Margaret,Ealing,London,219,13380,1.6400,
E05000182,Northfield,Ealing,London,30,12875,0.2300,
E05000183,North Greenford,Ealing,London,162,14078,1.1500,
E05000184,Northolt Mandeville,Ealing,London,128,14376,0.8900,
E05000185,Northolt West End,Ealing,London,121,14272,0.8500,
E05004079,South Weald,Brentwood,East of England,3,1837,0.1600,
E05000193,Bowes,Enfield,London,143,13446,1.0600,
E05007269,Walton South,Elmbridge,South East,11,6258,0.1800,
E05000194,Bush Hill Park,Enfield,London,40,13435,0.3000,
E05000532,West Twickenham,Richmond upon Thames,London,18,9998,0.1800,
E05000533,Whitton,Richmond upon Thames,London,23,9323,0.2500,
E05000191,Southfield,Ealing,London,27,12795,0.2100,
E05000192,Walpole,Ealing,London,61,12724,0.4800,
E05000195,Chase,Enfield,London,47,13099,0.3600,
E05000196,Cockfosters,Enfield,London,44,13347,0.3300,
E05000197,Edmonton Green,Enfield,London,272,16849,1.6100,
E05000198,Enfield Highway,Enfield,London,133,15157,0.8800,
E05000199,Enfield Lock,Enfield,London,151,15513,0.9700,
E05000200,Grange,Enfield,London,24,12252,0.2000,
E05002669,Iver Heath,South Bucks,South East,7,4762,0.1500,
E05002665,Gerrards Cross East and Denham South West,South Bucks,South East,3,1891,0.1600,
E05004162,Loughton Forest,Epping Forest,East of England,0,4217,0.0000,
E05002639,Chalfont St Giles,Chiltern,South East,2,6936,0.0300,
E05004149,Buckhurst Hill West,Epping Forest,East of England,4,6506,0.0600,
E05002635,Austenwood,Chiltern,South East,3,2144,0.1400,
E05000216,Charlton,Greenwich,London,68,13588,0.5000,
E05000217,Coldharbour and New Eltham,Greenwich,London,27,12602,0.2100,
E05007362,Ashford Common,Spelthorne,South East,11,7733,0.1400,
E05007349,Addlestone North,Runnymede,South East,4,5595,0.0700,
E05004843,Nascot,Watford,East of England,10,7287,0.1400,
E05004830,Maple Cross & Mill End,Three Rivers,East of England,3,5328,0.0600,
E05004750,Borehamwood Hillside,Hertsmere,East of England,12,9168,0.1300,
E05004746,Aldenham East,Hertsmere,East of England,0,4793,0.0000,
E05004930,Heath,Dartford,South East,6,6157,0.1000,
E05007262,Oatlands Park,Elmbridge,South East,2,6086,0.0300,
E05007258,Long Ditton,Elmbridge,South East,3,6012,0.0500,
E05005020,Hextable,Sevenoaks,South East,0,3985,0.0000,
E05005016,"Farningham, Horton Kirby and South Darenth",Sevenoaks,South East,1,4658,0.0200,
E05000220,Eltham West,Greenwich,London,23,9976,0.2300,
E05000208,Southgate,Enfield,London,53,13869,0.3800,
E05000646,Vincent Square,Westminster,London,41,9661,0.4200,
E05000647,Warwick,Westminster,London,29,9088,0.3200,
E05000648,Westbourne,Westminster,London,130,12193,1.0700,
E05002661,Denham North,South Bucks,South East,1,2843,0.0400,
E05004158,Lambourne,Epping Forest,East of England,0,1953,0.0000,
E05004163,Loughton Roding,Epping Forest,East of England,3,4526,0.0700,
E05000241,King's Park,Hackney,London,114,10481,1.0900,
E05000242,Leabridge,Hackney,London,163,13318,1.2200,
E05000649,West End,Westminster,London,52,10319,0.5000,
E05007371,Staines South,Spelthorne,South East,4,6836,0.0600,
E05002229,Aveley and Uplands,Thurrock,East of England,7,8530,0.0800,
E05007354,Egham Town,Runnymede,South East,1,6174,0.0200,
E05000543,Livesey,Southwark,London,85,13413,0.6300,
E05000544,Newington,Southwark,London,61,13639,0.4500,
E05000545,Nunhead,Southwark,London,54,12945,0.4200,
E05000542,Grange,Southwark,London,45,14807,0.3000,
E05004839,Central,Watford,East of England,30,7681,0.3900,
E05004826,Croxley Green South,Three Rivers,East of England,4,3596,0.1100,
E05000202,Highlands,Enfield,London,28,12569,0.2200,
E05004822,Chorleywood East,Three Rivers,East of England,5,4076,0.1200,
E05000203,Jubilee,Enfield,London,133,13670,0.9700,
E05000204,Lower Edmonton,Enfield,London,241,15560,1.5500,
E05000207,Southbury,Enfield,London,121,13722,0.8800,
E05000260,Parsons Green and Walham,Hammersmith and Fulham,London,18,10310,0.1700,
E05000209,Southgate Green,Enfield,London,75,13297,0.5600,
E05000210,Town,Enfield,London,34,14245,0.2400,
E05000229,Woolwich Common,Greenwich,London,153,16391,0.9300,
E05000555,Beddington North,Sutton,London,12,9918,0.1200,
E05000552,Surrey Docks,Southwark,London,32,12935,0.2500,
E05000553,The Lane,Southwark,London,64,14721,0.4300,
E05000554,Village,Southwark,London,16,11802,0.1400,
E05004939,Swanscombe,Dartford,South East,11,7127,0.1500,
E05004926,Bean and Darenth,Dartford,South East,9,5514,0.1600,
E05007267,Walton Central,Elmbridge,South East,12,6482,0.1900,
E05007254,Esher,Elmbridge,South East,10,6513,0.1500,
E05000212,Upper Edmonton,Enfield,London,242,16406,1.4800,
E05000211,Turkey Street,Enfield,London,98,13662,0.7200,
E05000213,Winchmore Hill,Enfield,London,42,12902,0.3300,
E05000214,Abbey Wood,Greenwich,London,67,14773,0.4500,
E05000215,Blackheath Westcombe,Greenwich,London,23,12363,0.1900,
E05000218,Eltham North,Greenwich,London,16,12074,0.1300,
E05000219,Eltham South,Greenwich,London,21,12066,0.1700,
E05000230,Woolwich Riverside,Greenwich,London,114,17973,0.6300,
E05000562,St Helier,Sutton,London,26,11371,0.2300,
E05000563,Stonecot,Sutton,London,18,10419,0.1700,
E05000571,Wandle Valley,Sutton,London,20,10986,0.1800,
E05000225,Peninsula,Greenwich,London,49,13382,0.3700,
E05000228,Thamesmead Moorings,Greenwich,London,73,18346,0.4000,
E05000221,Glyndon,Greenwich,London,144,17111,0.8400,
E05000222,Greenwich West,Greenwich,London,50,15729,0.3200,
E05000223,Kidbrooke with Hornfair,Greenwich,London,47,13629,0.3400,
E05000224,Middle Park and Sutcliffe,Greenwich,London,30,12897,0.2300,
E05000226,Plumstead,Greenwich,London,130,15891,0.8200,
E05000227,Shooters Hill,Greenwich,London,28,12884,0.2200,
E05002232,Chafford and North Stifford,Thurrock,East of England,15,7581,0.2000,
E05000572,Worcester Park,Sutton,London,33,11117,0.3000,
E05000573,Bethnal Green North,Tower Hamlets,London,222,13172,1.6900,
E05000574,Bethnal Green South,Tower Hamlets,London,322,13588,2.3700,
E05000575,Blackwall and Cubitt Town,Tower Hamlets,London,169,18449,0.9200,
E05000576,Bow East,Tower Hamlets,London,79,14171,0.5600,
E05000577,Bow West,Tower Hamlets,London,131,12346,1.0600,
E05000578,Bromley-by-Bow,Tower Hamlets,London,253,13626,1.8600,
E05000579,East India and Lansbury,Tower Hamlets,London,240,14079,1.7000,
E05000580,Limehouse,Tower Hamlets,London,229,15098,1.5200,
E05000581,Mile End and Globe Town,Tower Hamlets,London,184,14582,1.2600,
E05004080,Tipps Cross,Brentwood,East of England,0,3730,0.0000,
E05004067,Brentwood North,Brentwood,East of England,9,6203,0.1500,
E05000231,Brownswood,Hackney,London,92,10717,0.8600,
E05000237,Hackney Central,Hackney,London,100,12034,0.8300,
E05000238,Hackney Downs,Hackney,London,134,12369,1.0800,
E05000232,Cazenove,Hackney,London,231,12432,1.8600,
E05000233,Chatham,Hackney,London,139,12579,1.1100,
E05000234,Clissold,Hackney,London,99,11624,0.8500,
E05000235,Dalston,Hackney,London,145,14195,1.0200,
E05000236,De Beauvoir,Hackney,London,87,13084,0.6600,
E05000239,Haggerston,Hackney,London,115,13439,0.8600,
E05000240,Hoxton,Hackney,London,110,14649,0.7500,
E05000600,Higham Hill,Waltham Forest,London,107,12510,0.8600,
E05007270,Weston Green,Elmbridge,South East,1,3701,0.0300,
E05000601,Hoe Street,Waltham Forest,London,121,13092,0.9200,
E05000243,Lordship,Hackney,London,146,11443,1.2800,
E05000244,New River,Hackney,London,195,11580,1.6800,
E05004150,Chigwell Row,Epping Forest,East of England,1,2144,0.0500,
E05000245,Queensbridge,Hackney,London,109,13165,0.8300,
E05000246,Springfield,Hackney,London,192,11470,1.6700,
E05000247,Stoke Newington Central,Hackney,London,71,11920,0.6000,
E05000248,Victoria,Hackney,London,90,12630,0.7100,
E05000249,Wick,Hackney,London,77,11202,0.6900,
E05000250,Addison,Hammersmith and Fulham,London,25,11019,0.2300,
E05007367,Laleham and Shepperton Green,Spelthorne,South East,0,7664,0.0000,
E05007363,Ashford East,Spelthorne,South East,4,6958,0.0600,
E05007350,Chertsey Meads,Runnymede,South East,4,5732,0.0700,
E05000598,Hatch Lane,Waltham Forest,London,21,10626,0.2000,
E05000599,High Street,Waltham Forest,London,128,13363,0.9600,
E05000597,Hale End and Highams Park,Waltham Forest,London,35,10886,0.3200,
E05007271,Weybridge North,Elmbridge,South East,4,4148,0.1000,
E05000592,Chapel End,Waltham Forest,London,74,13283,0.5600,
E05000593,Chingford Green,Waltham Forest,London,28,9920,0.2800,
E05000255,Fulham Reach,Hammersmith and Fulham,London,29,10876,0.2700,
E05000256,Hammersmith Broadway,Hammersmith and Fulham,London,41,11491,0.3600,
E05000257,Munster,Hammersmith and Fulham,London,23,10471,0.2200,
E05000251,Askew,Hammersmith and Fulham,London,53,13498,0.3900,
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,London,39,11842,0.3300,
E05000253,College Park and Old Oak,Hammersmith and Fulham,London,39,8767,0.4400,
E05000254,Fulham Broadway,Hammersmith and Fulham,London,36,10585,0.3400,
E05000258,North End,Hammersmith and Fulham,London,49,11227,0.4400,
E05004835,Rickmansworth,Three Rivers,East of England,3,4333,0.0700,
E05004844,Oxhey,Watford,East of England,14,6508,0.2200,
E05004831,Moor Park & Eastbury,Three Rivers,East of England,11,5404,0.2000,
E05000351,Feltham North,Hounslow,London,68,11061,0.6100,
E05004751,Borehamwood Kenilworth,Hertsmere,East of England,8,5603,0.1400,
E05004747,Aldenham West,Hertsmere,East of England,9,4694,0.1900,
E05000602,Larkswood,Waltham Forest,London,31,10901,0.2800,
E05000603,Lea Bridge,Waltham Forest,London,143,14704,0.9700,
E05000604,Leyton,Waltham Forest,London,147,13420,1.1000,
E05000605,Leytonstone,Waltham Forest,London,72,12340,0.5800,
E05000606,Markhouse,Waltham Forest,London,170,12862,1.3200,
E05000607,Valley,Waltham Forest,London,37,10972,0.3400,
E05000608,William Morris,Waltham Forest,London,110,12530,0.8800,
E05000609,Wood Street,Waltham Forest,London,82,12598,0.6500,
E05000610,Balham,Wandsworth,London,24,14028,0.1700,
E05000611,Bedford,Wandsworth,London,30,13985,0.2100,
E05000267,Bounds Green,Haringey,London,131,13128,1.0000,
E05000268,Bruce Grove,Haringey,London,198,13798,1.4300,
E05000261,Ravenscourt Park,Hammersmith and Fulham,London,47,10373,0.4500,
E05000262,Sands End,Hammersmith and Fulham,London,35,12179,0.2900,
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,London,56,11647,0.4800,
E05000264,Town,Hammersmith and Fulham,London,25,10719,0.2300,
E05000265,Wormholt and White City,Hammersmith and Fulham,London,91,12741,0.7100,
E05000266,Alexandra,Haringey,London,19,11284,0.1700,
E05000269,Crouch End,Haringey,London,23,11893,0.1900,
E05000270,Fortis Green,Haringey,London,34,12035,0.2800,
E05004931,Joyce Green,Dartford,South East,10,4361,0.2300,
E05004935,Newtown,Dartford,South East,24,6913,0.3500,
E05007259,Molesey East,Elmbridge,South East,3,6082,0.0500,
E05000276,Northumberland Park,Haringey,London,258,13626,1.8900,
E05000277,St Ann's,Haringey,London,195,14010,1.3900,
E05000278,Seven Sisters,Haringey,London,259,15108,1.7100,
E05004845,Park,Watford,East of England,14,7470,0.1900,
E05000620,Queenstown,Wandsworth,London,49,15714,0.3100,
E05000621,Roehampton and Putney Heath,Wandsworth,London,51,15474,0.3300,
E05000619,Northcote,Wandsworth,London,17,14028,0.1200,
E05000279,Stroud Green,Haringey,London,45,11322,0.4000,
E05000612,Earlsfield,Wandsworth,London,47,14642,0.3200,
E05000613,East Putney,Wandsworth,London,36,14467,0.2500,
E05000614,Fairfield,Wandsworth,London,31,13974,0.2200,
E05000615,Furzedown,Wandsworth,London,70,14717,0.4800,
E05000616,Graveney,Wandsworth,London,91,14429,0.6300,
E05000617,Latchmere,Wandsworth,London,45,14702,0.3100,
E05000618,Nightingale,Wandsworth,London,25,14045,0.1800,
E05000280,Tottenham Green,Haringey,London,254,13866,1.8300,
E05000271,Harringay,Haringey,London,125,12705,0.9800,
E05000272,Highgate,Haringey,London,19,11182,0.1700,
E05000273,Hornsey,Haringey,London,72,12149,0.5900,
E05000274,Muswell Hill,Haringey,London,17,10369,0.1600,
E05000275,Noel Park,Haringey,London,188,13380,1.4100,
E05000626,Tooting,Wandsworth,London,101,15506,0.6500,
E05005017,Fawkham and West Kingsdown,Sevenoaks,South East,0,5928,0.0000,
E05002241,South Chafford,Thurrock,East of England,16,6858,0.2300,
E05000627,Wandsworth Common,Wandsworth,London,34,14502,0.2300,
E05000628,West Hill,Wandsworth,London,62,15684,0.4000,
E05000629,West Putney,Wandsworth,London,29,14123,0.2100,
E05000630,Abbey Road,Westminster,London,69,10766,0.6400,
E05000631,Bayswater,Westminster,London,28,9972,0.2800,
E05000622,St Mary's Park,Wandsworth,London,43,15947,0.2700,
E05000623,Shaftesbury,Wandsworth,London,4,13530,0.0300,
E05000624,Southfields,Wandsworth,London,43,15316,0.2800,
E05000625,Thamesfield,Wandsworth,London,11,14167,0.0800,
E05000281,Tottenham Hale,Haringey,London,241,14334,1.6800,
E05000282,West Green,Haringey,London,213,12878,1.6500,
E05000283,White Hart Lane,Haringey,London,198,12829,1.5400,
E05000284,Woodside,Haringey,London,195,13874,1.4100,
E05000285,Belmont,Harrow,London,104,10922,0.9500,
E05000286,Canons,Harrow,London,69,11994,0.5800,
E05000287,Edgware,Harrow,London,151,11157,1.3500,
E05000288,Greenhill,Harrow,London,82,11794,0.7000,
E05000289,Harrow on the Hill,Harrow,London,90,11732,0.7700,
E05000290,Harrow Weald,Harrow,London,86,10957,0.7800,
E05000300,Rayners Lane,Harrow,London,58,10682,0.5400,
E05000637,Knightsbridge and Belgravia,Westminster,London,21,9035,0.2300,
E05000638,Lancaster Gate,Westminster,London,63,12692,0.5000,
E05000639,Little Venice,Westminster,London,83,10136,0.8200,
E05000640,Maida Vale,Westminster,London,52,9712,0.5400,
E05000641,Marylebone High Street,Westminster,London,30,10043,0.3000,
E05000632,Bryanston and Dorset Square,Westminster,London,59,11605,0.5100,
E05000633,Churchill,Westminster,London,48,9240,0.5200,
E05000634,Church Street,Westminster,London,185,11233,1.6500,
E05000635,Harrow Road,Westminster,London,75,11533,0.6500,
E05000636,Hyde Park,Westminster,London,82,11975,0.6800,
E05000294,Kenton East,Harrow,London,193,10755,1.7900,
E05000295,Kenton West,Harrow,London,143,10823,1.3200,
E05000296,Marlborough,Harrow,London,159,11663,1.3600,
E05000297,Pinner,Harrow,London,35,9708,0.3600,
E05000298,Pinner South,Harrow,London,19,10023,0.1900,
E05000299,Queensbury,Harrow,London,156,11478,1.3600,
E05000291,Hatch End,Harrow,London,58,10321,0.5600,
E05000292,Headstone North,Harrow,London,50,9755,0.5100,
E05000293,Headstone South,Harrow,London,92,10652,0.8600,
E05002666,Gerrards Cross North,South Bucks,South East,2,3115,0.0600,
E05002662,Denham South,South Bucks,South East,2,3412,0.0600,
E05004159,Loughton Alderton,Epping Forest,East of England,1,4331,0.0200,
E05004155,Grange Hill,Epping Forest,East of England,17,6325,0.2700,
E05007372,Stanwell North,Spelthorne,South East,18,7374,0.2400,
E05004754,Bushey Park,Hertsmere,East of England,3,4573,0.0700,
E05007359,Thorpe,Runnymede,South East,3,5322,0.0600,
E05007355,Englefield Green East,Runnymede,South East,11,5311,0.2100,
E05004823,Chorleywood West,Three Rivers,East of England,2,5385,0.0400,
E05004840,Holywell,Watford,East of England,44,8144,0.5400,
E05004827,Hayling,Three Rivers,East of England,11,3511,0.3100,
E05004940,Town,Dartford,South East,22,4160,0.5300,
E05004927,Brent,Dartford,South East,5,6399,0.0800,
E05007268,Walton North,Elmbridge,South East,7,6168,0.1100,
E05005030,Swanley Christchurch and Swanley Village,Sevenoaks,South East,2,5557,0.0400,
E05004081,Warley,Brentwood,East of England,5,5757,0.0900,
E05004068,Brentwood South,Brentwood,East of England,3,5570,0.0500,
E05002671,Stoke Poges,South Bucks,South East,7,5049,0.1400,
E05004164,Loughton St John's,Epping Forest,East of England,2,4217,0.0500,
E05004151,Chigwell Village,Epping Forest,East of England,12,4048,0.3000,
E05007368,Riverside and Laleham,Spelthorne,South East,1,6526,0.0200,
E05004759,Potters Bar Parkfield,Hertsmere,East of England,15,7681,0.2000,
E05007364,Ashford North and Stanwell South,Spelthorne,South East,15,7854,0.1900,
E05007351,Chertsey St Ann's,Runnymede,South East,9,5806,0.1600,
E05000343,West Ruislip,Hillingdon,London,18,10207,0.1800,
E05000344,Yeading,Hillingdon,London,125,12777,0.9800,
E05000347,Brentford,Hounslow,London,59,13682,0.4300,
E05000345,Yiewsley,Hillingdon,London,68,12335,0.5500,
E05000346,Bedfont,Hounslow,London,71,12071,0.5900,
E05004836,Rickmansworth West,Three Rivers,East of England,0,3448,0.0000,
E05000348,Chiswick Homefields,Hounslow,London,23,10884,0.2100,
E05000350,Cranford,Hounslow,London,144,11727,1.2300,
E05000349,Chiswick Riverside,Hounslow,London,23,11039,0.2100,
E05004832,Northwick,Three Rivers,East of England,11,4830,0.2300,
E05004819,Ashridge,Three Rivers,East of England,9,3691,0.2400,
